a_x a_y a_z g_x g_y g_z
".02,-0.01,0.01"
"413370,1.00,1.58,-9.76,0.01,-0.01,0.01"
"413374,1.09,1.54,-9.73,0.01,-0.00,0.01"
"413379,1.07,1.51,-9.73,0.01,-0.00,0.01"
"413383,1.07,1.58,-9.73,0.01,-0.00,0.01"
"413388,1.19,1.48,-9.71,0.01,-0.00,0.01"
"413392,1.13,1.59,-9.79,0.01,-0.00,0.01"
"413396,1.11,1.51,-9.82,0.01,-0.00,0.01"
"413401,1.20,1.65,-9.73,0.01,-0.00,0.01"
"413406,1.03,1.60,-9.74,0.01,-0.00,0.01"
"413411,1.02,1.59,-9.71,0.01,-0.00,0.01"
"413415,1.05,1.67,-9.71,0.01,-0.00,0.01"
"413444,1.02,1.48,-9.75,0.01,-0.01,0.01"
"413449,1.11,1.61,-9.71,0.01,-0.00,0.01"
"413454,1.07,1.56,-9.67,0.01,-0.01,0.01"
"413458,1.08,1.52,-9.71,0.01,-0.01,0.01"
"413463,1.14,1.55,-9.75,0.01,-0.01,0.01"
"413468,1.05,1.53,-9.77,0.01,-0.01,0.01"
"413472,1.07,1.46,-9.74,0.01,-0.01,0.01"
"413476,1.00,1.54,-9.72,0.01,-0.01,0.01"
"413481,1.13,1.63,-9.79,0.01,-0.01,0.01"
"413485,1.09,1.54,-9.74,0.01,-0.01,0.01"
"413490,1.06,1.49,-9.71,0.01,-0.01,0.01"
"413494,1.07,1.52,-9.71,0.01,-0.01,0.01"
"413502,1.04,1.50,-9.75,0.01,-0.01,0.01"
"413507,1.00,1.50,-9.71,0.01,-0.01,0.01"
"413512,1.07,1.60,-9.77,0.01,-0.01,0.01"
"413516,1.08,1.53,-9.75,0.01,-0.01,0.01"
"413521,1.11,1.56,-9.74,0.01,-0.01,0.01"
"413526,1.00,1.51,-9.81,0.01,-0.01,0.01"
"413531,1.08,1.57,-9.75,0.01,-0.01,0.01"
"413536,1.04,1.52,-9.72,0.01,-0.01,0.01"
"413541,1.07,1.52,-9.77,0.01,-0.01,0.01"
"413546,1.10,1.54,-9.73,0.01,-0.01,0.01"
"413551,1.03,1.62,-9.69,0.01,-0.01,0.01"
"413556,1.09,1.61,-9.71,0.01,-0.01,0.01"
"413561,1.05,1.51,-9.67,0.01,-0.01,0.01"
"413566,1.10,1.52,-9.76,0.01,-0.01,0.01"
"413571,1.05,1.65,-9.78,0.01,-0.01,0.01"
"413576,1.10,1.48,-9.74,0.01,-0.01,0.01"
"413581,1.03,1.55,-9.76,0.01,-0.01,0.01"
"413586,1.05,1.52,-9.74,0.01,-0.01,0.01"
"413591,1.05,1.50,-9.69,0.01,-0.01,0.01"
"413596,1.10,1.59,-9.69,0.02,-0.01,0.01"
"413601,1.05,1.62,-9.72,0.01,-0.01,0.01"
"413606,1.01,1.55,-9.70,0.01,-0.01,0.01"
"413610,1.08,1.49,-9.72,0.01,-0.01,0.01"
"413615,1.06,1.61,-9.67,0.01,-0.01,0.01"
"413619,1.06,1.57,-9.71,0.02,-0.01,0.01"
"413625,1.11,1.55,-9.72,0.01,-0.01,0.01"
"413630,1.03,1.50,-9.71,0.01,-0.01,0.01"
"413635,1.09,1.50,-9.74,0.01,-0.01,0.01"
"413640,1.04,1.49,-9.71,0.01,-0.01,0.01"
"413644,1.00,1.56,-9.77,0.01,-0.01,0.01"
"413649,1.00,1.52,-9.70,0.01,-0.01,0.01"
"413654,1.01,1.57,-9.75,0.01,-0.01,0.01"
"413659,1.04,1.61,-9.76,0.02,-0.01,0.01"
"413663,1.03,1.53,-9.75,0.01,-0.01,0.01"
"413669,1.08,1.55,-9.74,0.01,-0.01,0.01"
"413673,1.00,1.61,-9.72,0.02,-0.01,0.01"
"413678,1.03,1.52,-9.72,0.02,-0.01,0.01"
"413682,1.03,1.58,-9.75,0.02,-0.01,0.01"
"413687,1.00,1.55,-9.81,0.02,-0.01,0.01"
"413692,1.08,1.54,-9.71,0.02,-0.01,0.01"
"413698,1.17,1.51,-9.73,0.02,-0.01,0.01"
"413702,1.11,1.50,-9.71,0.01,-0.01,0.01"
"413707,1.11,1.55,-9.74,0.02,-0.01,0.01"
"413711,1.10,1.52,-9.71,0.02,-0.01,0.01"
"413716,1.15,1.59,-9.68,0.02,-0.01,0.01"
"413721,1.04,1.53,-9.71,0.02,-0.01,0.01"
"413725,1.06,1.55,-9.85,0.02,-0.01,0.01"
"413730,1.07,1.54,-9.81,0.02,-0.01,0.01"
"413735,1.06,1.53,-9.72,0.02,-0.01,0.01"
"413739,1.11,1.57,-9.77,0.02,-0.01,0.01"
"413744,1.03,1.60,-9.74,0.02,-0.02,0.01"
"413748,1.08,1.61,-9.78,0.02,-0.01,0.01"
"413752,1.02,1.51,-9.80,0.02,-0.02,0.01"
"413757,1.09,1.57,-9.75,0.02,-0.01,0.01"
"413761,1.03,1.52,-9.73,0.02,-0.01,0.01"
"413767,1.05,1.58,-9.72,0.02,-0.01,0.01"
"413772,1.09,1.46,-9.71,0.02,-0.01,0.01"
"413776,1.07,1.50,-9.71,0.02,-0.01,0.01"
"413780,1.13,1.55,-9.75,0.02,-0.01,0.01"
"413785,1.14,1.65,-9.77,0.02,-0.01,0.01"
"413789,1.04,1.61,-9.76,0.02,-0.01,0.01"
"413794,1.06,1.57,-9.68,0.02,-0.01,0.01"
"413798,1.12,1.57,-9.69,0.02,-0.01,0.01"
"413802,1.08,1.58,-9.74,0.02,-0.01,0.01"
"413807,1.09,1.63,-9.72,0.02,-0.01,0.01"
"413813,1.06,1.53,-9.71,0.02,-0.01,0.01"
"413817,1.04,1.55,-9.79,0.02,-0.02,0.01"
"413821,1.05,1.58,-9.77,0.02,-0.01,0.01"
"413826,0.99,1.60,-9.74,0.02,-0.01,0.01"
"413834,1.08,1.53,-9.62,0.02,-0.02,0.01"
"413851,1.05,1.50,-9.73,0.02,-0.01,0.01"
"413856,1.09,1.59,-9.72,0.02,-0.02,0.01"
"413861,1.03,1.65,-9.78,0.02,-0.02,0.01"
"413866,1.03,1.55,-9.74,0.02,-0.02,0.01"
"413871,1.04,1.54,-9.83,0.02,-0.01,0.01"
"413875,1.06,1.55,-9.73,0.02,-0.01,0.01"
