millis a_x a_y a_z f
573650 -0.15 0.59 0.83 110
573654 -0.15 0.59 0.83 71
573658 -0.59 0.49 1.07 53
573661 -0.59 0.49 1.07 43
573665 -0.59 0.49 1.07 43
573669 -0.59 0.49 1.07 75
573673 -0.59 0.49 1.07 129
573677 -0.64 0.39 0.78 144
573680 -0.64 0.39 0.78 138
573684 -0.64 0.39 0.78 112
573688 -0.64 0.39 0.78 105
573692 -0.64 0.39 0.78 99
573696 -0.83 0.44 1.07 106
573700 -0.83 0.44 1.07 95
573704 -0.83 0.44 1.07 109
573707 -0.83 0.44 1.07 97
573711 -0.83 0.44 1.07 95
573715 -0.93 0.39 1.32 18
573719 -0.93 0.39 1.32 14
573723 -0.93 0.39 1.32 8
573726 -0.93 0.39 1.32 12
573730 -0.93 0.39 1.32 0
573734 -0.88 0.49 1.03 0
573738 -0.88 0.49 1.03 10
573742 -0.88 0.49 1.03 13
573746 -0.88 0.49 1.03 14
573749 -0.88 0.49 1.03 0
573753 -0.83 0.49 1.03 0
573757 -0.83 0.49 1.03 0
573761 -0.83 0.49 1.03 0
573765 -0.83 0.49 1.03 0
573769 -0.83 0.49 1.03 0
573772 -1.03 0.44 1.03 0
573776 -1.03 0.44 1.03 0
573780 -1.03 0.44 1.03 0
573784 -1.03 0.44 1.03 0
573788 -1.03 0.44 1.03 0
573791 -1.17 0.54 1.12 0
573795 -1.17 0.54 1.12 0
573799 -1.17 0.54 1.12 0
573803 -1.17 0.54 1.12 0
573807 -1.17 0.54 1.12 0
573811 -1.12 0.64 1.22 0
573815 -1.12 0.64 1.22 0
573818 -1.12 0.64 1.22 0
573822 -1.12 0.64 1.22 0
573826 -1.12 0.64 1.22 0
573830 -1.27 0.59 1.17 0
573834 -1.27 0.59 1.17 0
573838 -1.27 0.59 1.17 0
573841 -1.27 0.59 1.17 0
573845 -1.27 0.59 1.17 0
573849 -1.12 0.49 1.12 0
573853 -1.12 0.49 1.12 0
573856 -1.12 0.49 1.12 0
573860 -1.12 0.49 1.12 0
573864 -1.12 0.49 1.12 0
573868 -0.98 0.34 1.12 0
573871 -0.98 0.34 1.12 0
573875 -0.98 0.34 1.12 0
573879 -0.98 0.34 1.12 0
573964 -0.98 0.20 1.17 0
573967 -0.98 0.20 1.17 0
573971 -0.98 0.20 1.17 0
573975 -0.98 0.20 1.17 0
573979 -0.98 0.20 1.03 0
573983 -0.88 0.15 1.03 0
573987 -0.88 0.15 1.03 0
573991 -0.88 0.15 1.03 0
573995 -0.88 0.15 1.03 0
573999 -0.88 0.15 1.03 0
574003 -0.93 0.00 1.03 0
574006 -0.93 0.00 1.03 0
574010 -0.93 0.00 1.03 0
574014 -0.93 0.00 1.03 0
574018 -0.93 0.15 1.12 0
574022 -0.98 0.15 1.12 0
574026 -0.98 0.15 1.12 0
574030 -0.98 0.15 1.12 0
574033 -0.98 0.15 1.12 0
574037 -0.98 0.39 1.12 0
574041 -0.83 0.39 1.12 0
574045 -0.83 0.39 1.12 0
574049 -0.83 0.39 1.12 0
574053 -0.83 0.39 1.12 0
574057 -0.88 0.24 0.93 0
574060 -0.88 0.24 0.93 0
574064 -0.88 0.24 0.93 0
574068 -0.88 0.24 0.93 0
574072 -0.88 0.24 0.93 0
574076 -0.98 0.24 1.03 0
574079 -0.98 0.24 1.03 0
574083 -0.98 0.24 1.03 0
574087 -0.98 0.24 1.03 0
574091 -0.98 0.24 1.03 0
574095 -1.03 0.15 1.07 0
574099 -1.03 0.15 1.07 0
574102 -1.03 0.15 1.07 0
574106 -1.03 0.15 1.07 0
574110 -1.03 0.15 1.07 0
574114 -1.07 -0.15 1.17 0
574118 -1.07 -0.15 1.17 0
