millis a_x a_y a_z f
68930 0.59 0.39 0.15 0
68934 0.59 0.39 0.15 0
68937 0.59 0.39 0.15 0
68941 0.59 0.39 0.15 0
68945 0.59 0.39 0.15 0
68949 0.59 0.39 0.15 0
68953 0.59 0.39 0.15 0
68957 0.59 0.39 0.15 0
68960 0.59 0.39 0.15 0
68964 0.59 0.39 0.15 0
68968 0.59 0.39 0.15 0
68972 0.59 0.39 0.15 0
68976 0.59 0.39 0.15 0
68980 0.59 0.39 0.15 0
68984 0.59 0.39 0.15 0
68987 0.59 0.39 0.15 0
68991 0.59 0.39 0.15 0
68995 0.59 0.39 0.15 0
68999 0.59 0.39 0.15 0
69003 0.59 0.39 0.15 0
69007 0.59 0.39 0.15 0
69011 0.59 0.39 0.15 0
69014 0.59 0.39 0.15 0
69018 0.59 0.39 0.15 0
69022 0.59 0.39 0.15 0
69026 0.59 0.39 0.15 0
69030 0.59 0.39 0.15 0
69034 0.59 0.39 0.15 0
69038 0.59 0.39 0.15 0
69042 0.59 0.39 0.15 0
69045 0.59 0.39 0.15 0
69061 0.59 0.39 0.15 0
69065 0.59 0.39 0.15 0
69069 0.59 0.39 0.15 0
69072 0.59 0.39 0.15 0
69086 0.59 0.39 0.15 0
69090 0.59 0.39 0.15 0
69094 0.59 0.39 0.15 0
69179 0.59 0.39 0.15 0
69183 0.59 0.39 0.15 0
69187 0.59 0.39 0.15 0
69190 0.59 0.39 0.15 0
69194 0.59 0.39 0.15 0
69198 0.59 0.39 0.15 0
69202 0.59 0.39 0.15 0
69206 0.59 0.39 0.15 0
69210 0.59 0.39 0.15 0
69213 0.59 0.39 0.15 0
69217 -0.49 0.83 1.32 0
69221 -0.49 0.83 1.32 0
69225 -0.49 0.83 1.32 0
69229 -0.49 0.83 1.32 0
69233 -0.49 0.83 1.32 0
69237 -0.49 0.83 1.32 0
69241 -0.49 0.83 1.32 0
69244 -0.49 0.83 1.32 0
69248 -0.49 0.83 1.32 0
69252 -0.49 0.83 1.32 0
69256 -0.49 0.83 1.32 0
69260 -0.49 0.83 1.32 0
69264 -0.49 0.83 1.32 0
69268 -0.49 0.83 1.32 0
69272 -0.49 0.83 1.32 0
69276 -0.49 0.83 1.32 0
69280 -0.49 0.83 1.32 0
69284 -0.49 0.83 1.32 0
69287 -0.49 0.83 1.32 0
69291 -0.49 0.83 1.32 0
69295 -0.49 0.83 1.32 0
69299 -0.49 0.83 1.32 0
69303 -0.49 0.83 1.32 0
69307 -0.49 0.83 1.32 0
69311 -0.49 0.83 1.32 0
69315 -0.49 0.83 1.32 0
69319 -0.49 0.83 1.32 0
69323 -0.49 0.83 1.32 0
69327 -0.49 0.83 1.32 0
69330 -0.49 0.83 1.32 0
69334 -0.49 0.83 1.32 0
69338 -0.49 0.83 1.32 0
69342 -0.49 0.83 1.32 0
69346 -0.49 0.83 1.32 0
69350 -0.49 0.83 1.32 0
69354 -0.49 0.83 1.32 0
69358 -0.49 0.83 1.32 0
69362 -0.49 0.83 1.32 0
69366 -0.49 0.83 1.32 0
69370 -0.49 0.83 1.32 0
69374 -0.49 0.83 1.32 0
69377 -0.49 0.83 1.32 0
69381 -0.49 0.83 1.32 0
69385 -0.49 0.83 1.32 0
69389 -0.49 0.83 1.32 0
69393 -0.49 0.83 1.32 0
69397 -0.49 0.83 1.32 0
69401 -0.49 0.83 1.32 0
69405 -0.49 0.83 1.32 0
69408 -0.49 0.83 1.32 0
69412 -0.49 0.83 1.32 0
69416 -0.49 0.83 1.32 0
69420 -0.49 0.83 1.32 0
69424 -0.49 0.83 1.32 0
69428 -0.49 0.83 1.32 0
69432 -0.49 0.83 1.32 0
69436 -0.49 0.83 1.32 0
69440 -0.49 0.83 1.32 0
69444 -0.49 0.83 1.32 0
69448 -0.49 0.83 1.32 0
69452 -0.49 0.83 1.32 0
69456 -0.49 0.83 1.32 0
69460 -0.49 0.83 1.32 0
69464 -0.49 0.83 1.32 0
69468 -0.49 0.83 1.32 0
69472 -0.49 0.83 1.32 0
69476 -0.49 0.83 1.32 0
69480 -0.49 0.83 1.32 0
69484 -0.49 0.83 1.32 0
69488 -0.49 0.83 1.32 0
69492 -0.49 0.83 1.32 0
69496 -0.49 0.83 1.32 0
69500 -0.49 0.83 1.32 0
69503 -0.49 0.83 1.32 0
69508 -0.49 0.83 1.32 0
69512 -0.49 0.83 1.32 0
69515 -0.49 0.83 1.32 0
69519 -0.49 0.83 1.32 0
69523 -0.49 0.83 1.32 0
69527 -0.49 0.83 1.32 0
69531 -0.49 0.83 1.32 0
69535 -0.49 0.83 1.32 0
69539 -0.49 0.83 1.32 0
